Mod:Item:MetaData, Localized Name
ExtraTiC:BowLimb:161, Ironwood Bow Limb
ExtraTiC:BowLimb:162, KnightMetal Bow Limb
ExtraTiC:BowLimb:163, Steelleaf Bow Limb
ExtraTiC:BowLimb:164, Amethyst Bow Limb
ExtraTiC:BowLimb:165, Peridot Bow Limb
ExtraTiC:BowLimb:166, Ruby Bow Limb
ExtraTiC:BowLimb:167, Sapphire Bow Limb
ExtraTiC:BowLimb:139, Refined Glowstone Bow Limb
ExtraTiC:BowLimb:171, Dark Steel Bow Limb
ExtraTiC:BowLimb:140, Osmium Bow Limb
ExtraTiC:BowLimb:172, Void Metal Bow Limb
ExtraTiC:BowLimb:141, Pokefennium Bow Limb
ExtraTiC:BowLimb:173, RedAurum Bow Limb
ExtraTiC:BowLimb:142, Fairy Bow Limb
ExtraTiC:BowLimb:143, Certus Quartz Bow Limb
ExtraTiC:BowLimb:144, Ender Amethyst Bow Limb
ExtraTiC:BowLimb:178, Draconium Bow Limb
ExtraTiC:BowLimb:179, Awakened Draconium Bow Limb
ExtraTiC:BowLimb:148, Desh Bow Limb
ExtraTiC:BowLimb:180, Glue Bow Limb
ExtraTiC:BowLimb:186, Tear Jerker Bow Limb
ExtraTiC:BowLimb:126, Mithril Bow Limb
ExtraTiC:CrossbowLimb:160, Fiery Crossbow Limb
ExtraTiC:CrossbowLimb:161, Ironwood Crossbow Limb
ExtraTiC:CrossbowLimb:162, KnightMetal Crossbow Limb
ExtraTiC:CrossbowLimb:163, Steelleaf Crossbow Limb
ExtraTiC:CrossbowLimb:164, Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:165, Peridot Crossbow Limb
ExtraTiC:CrossbowLimb:166, Ruby Crossbow Limb
ExtraTiC:CrossbowLimb:167, Sapphire Crossbow Limb
ExtraTiC:CrossbowLimb:139, Refined Glowstone Crossbow Limb
ExtraTiC:CrossbowLimb:171, Dark Steel Crossbow Limb
ExtraTiC:CrossbowLimb:140, Osmium Crossbow Limb
ExtraTiC:CrossbowLimb:172, Void Metal Crossbow Limb
ExtraTiC:CrossbowLimb:141, Pokefennium Crossbow Limb
ExtraTiC:CrossbowLimb:173, RedAurum Crossbow Limb
ExtraTiC:CrossbowLimb:142, Fairy Crossbow Limb
ExtraTiC:CrossbowLimb:143, Certus Quartz Crossbow Limb
ExtraTiC:CrossbowLimb:144, Ender Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:178, Draconium Crossbow Limb
ExtraTiC:CrossbowLimb:179, Awakened Draconium Crossbow Limb
ExtraTiC:CrossbowLimb:148, Desh Crossbow Limb
ExtraTiC:CrossbowLimb:180, Glue Crossbow Limb
ExtraTiC:CrossbowLimb:186, Tear Jerker Crossbow Limb
ExtraTiC:CrossbowLimb:126, Mithril Crossbow Limb
ExtraTiC:CrossbowBody:160, Fiery Crossbow Body
ExtraTiC:CrossbowBody:161, Ironwood Crossbow Body
ExtraTiC:CrossbowBody:162, KnightMetal Crossbow Body
ExtraTiC:CrossbowBody:163, Steelleaf Crossbow Body
ExtraTiC:CrossbowBody:164, Amethyst Crossbow Body
ExtraTiC:CrossbowBody:165, Peridot Crossbow Body
ExtraTiC:CrossbowBody:166, Ruby Crossbow Body
ExtraTiC:CrossbowBody:167, Sapphire Crossbow Body
ExtraTiC:CrossbowBody:139, Refined Glowstone Crossbow Body
ExtraTiC:CrossbowBody:171, Dark Steel Crossbow Body
ExtraTiC:CrossbowBody:140, Osmium Crossbow Body
ExtraTiC:CrossbowBody:172, Void Metal Crossbow Body
ExtraTiC:CrossbowBody:141, Pokefennium Crossbow Body
ExtraTiC:CrossbowBody:173, RedAurum Crossbow Body
ExtraTiC:CrossbowBody:142, Fairy Crossbow Body
ExtraTiC:CrossbowBody:143, Certus Quartz Crossbow Body
ExtraTiC:CrossbowBody:144, Ender Amethyst Crossbow Body
ExtraTiC:CrossbowBody:178, Draconium Crossbow Body
ExtraTiC:CrossbowBody:179, Awakened Draconium Crossbow Body
ExtraTiC:CrossbowBody:148, Desh Crossbow Body
ExtraTiC:CrossbowBody:180, Glue Crossbow Body
ExtraTiC:CrossbowBody:186, Tear Jerker Crossbow Body
ExtraTiC:CrossbowBody:126, Mithril Crossbow Body
ExtraTiC:Blot:160, Fiery Bolt
ExtraTiC:Blot:161, Ironwood Bolt
ExtraTiC:Blot:162, KnightMetal Bolt
ExtraTiC:Blot:163, Steelleaf Bolt
ExtraTiC:Blot:164, Amethyst Bolt
ExtraTiC:Blot:165, Peridot Bolt
ExtraTiC:Blot:166, Ruby Bolt
ExtraTiC:Blot:167, Sapphire Bolt
ExtraTiC:Blot:139, Refined Glowstone Bolt
ExtraTiC:Blot:171, Dark Steel Bolt
ExtraTiC:Blot:140, Osmium Bolt
ExtraTiC:Blot:172, Void Metal Bolt
ExtraTiC:Blot:141, Pokefennium Bolt
ExtraTiC:Blot:173, RedAurum Bolt
ExtraTiC:Blot:142, Fairy Bolt
ExtraTiC:Blot:143, Certus Quartz Bolt
ExtraTiC:Blot:144, Ender Amethyst Bolt
ExtraTiC:Blot:178, Draconium Bolt
ExtraTiC:Blot:179, Awakened Draconium Bolt
ExtraTiC:Blot:148, Desh Bolt
ExtraTiC:Blot:180, Glue Bolt
ExtraTiC:Blot:186, Tear Jerker Bolt
ExtraTiC:Blot:126, Mithril Bolt
ExtraTiC:extra.bucket:5, Molten RedAurum Bucket
ExtraTiC:extra.bucket:10, Molten Zinc Bucket
ExtraTiC:extra.bucket:16, Molten Voidmetal Bucket
ExtraTiC:extra.bucket:4, Molten Pokefennium Bucket
ExtraTiC:extra.bucket:9, Molten Dark Steel Bucket
ExtraTiC:extra.bucket:3, Molten Osmium Bucket
ExtraTiC:extra.bucket:2, Molten Refined Glowstone Bucket
ExtraTiC:extra.bucket:1, Molten Fairy Bucket
ExtraTiC:extra.bucket:6, Molten Desh Bucket
ExtraTiC:extra.bucket:12, Molten Adamantine Bucket
ExtraTiC:extra.bucket:11, Molten Brass Bucket
HardcoreQuesting:quest_book, item.hqm:quest_book.name
HardcoreQuesting:hearts:0, Quarter of a heart
HardcoreQuesting:hearts:1, Half a heart
HardcoreQuesting:hearts:2, Three quarters of a heart
HardcoreQuesting:hearts:3, Full heart
HardcoreQuesting:hearts:4, Rotten heart
HardcoreQuesting:bags:0, Reward Bag
HardcoreQuesting:bags:1, Reward Bag
HardcoreQuesting:bags:2, Reward Bag
HardcoreQuesting:bags:3, Reward Bag
HardcoreQuesting:bags:4, Reward Bag
HardcoreQuesting:hqmInvalidItem, Invalid Item
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Bio Fuel
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
MekanismGenerators:SolarPanel, Solar Panel
MekanismGenerators:Hohlraum, Hohlraum
MekanismGenerators:TurbineBlade, Turbine Blade
MekanismTools:WoodPaxel, Wood Paxel
MekanismTools:StonePaxel, Stone Paxel
MekanismTools:IronPaxel, Iron Paxel
MekanismTools:DiamondPaxel, Diamond Paxel
MekanismTools:GoldPaxel, Gold Paxel
MekanismTools:ObsidianHelmet, Obsidian Helmet
MekanismTools:ObsidianChestplate, Obsidian Chestplate
MekanismTools:ObsidianLeggings, Obsidian Leggings
MekanismTools:ObsidianBoots, Obsidian Boots
MekanismTools:ObsidianPaxel, Obsidian Paxel
MekanismTools:ObsidianPickaxe, Obsidian Pickaxe
MekanismTools:ObsidianAxe, Obsidian Axe
MekanismTools:ObsidianShovel, Obsidian Shovel
MekanismTools:ObsidianHoe, Obsidian Hoe
MekanismTools:ObsidianSword, Obsidian Sword
MekanismTools:LapisLazuliHelmet, Lapis Lazuli Helmet
MekanismTools:LapisLazuliChestplate, Lapis Lazuli Chestplate
MekanismTools:LapisLazuliLeggings, Lapis Lazuli Leggings
MekanismTools:LapisLazuliBoots, Lapis Lazuli Boots
MekanismTools:LapisLazuliPaxel, Lapis Lazuli Paxel
MekanismTools:LapisLazuliPickaxe, Lapis Lazuli Pickaxe
MekanismTools:LapisLazuliAxe, Lapis Lazuli Axe
MekanismTools:LapisLazuliShovel, Lapis Lazuli Shovel
MekanismTools:LapisLazuliHoe, Lapis Lazuli Hoe
MekanismTools:LapisLazuliSword, Lapis Lazuli Sword
MekanismTools:OsmiumHelmet, Osmium Helmet
MekanismTools:OsmiumChestplate, Osmium Chestplate
MekanismTools:OsmiumLeggings, Osmium Leggings
MekanismTools:OsmiumBoots, Osmium Boots
MekanismTools:OsmiumPaxel, Osmium Paxel
MekanismTools:OsmiumPickaxe, Osmium Pickaxe
MekanismTools:OsmiumAxe, Osmium Axe
MekanismTools:OsmiumShovel, Osmium Shovel
MekanismTools:OsmiumHoe, Osmium Hoe
MekanismTools:OsmiumSword, Osmium Sword
MekanismTools:BronzeHelmet, Bronze Helmet
MekanismTools:BronzeChestplate, Bronze Chestplate
MekanismTools:BronzeLeggings, Bronze Leggings
MekanismTools:BronzeBoots, Bronze Boots
MekanismTools:BronzePaxel, Bronze Paxel
MekanismTools:BronzePickaxe, Bronze Pickaxe
MekanismTools:BronzeAxe, Bronze Axe
MekanismTools:BronzeShovel, Bronze Shovel
MekanismTools:BronzeHoe, Bronze Hoe
MekanismTools:BronzeSword, Bronze Sword
MekanismTools:GlowstonePaxel, Glowstone Paxel
MekanismTools:GlowstonePickaxe, Glowstone Pickaxe
MekanismTools:GlowstoneAxe, Glowstone Axe
MekanismTools:GlowstoneShovel, Glowstone Shovel
MekanismTools:GlowstoneHoe, Glowstone Hoe
MekanismTools:GlowstoneSword, Glowstone Sword
MekanismTools:GlowstoneHelmet, Glowstone Helmet
MekanismTools:GlowstoneChestplate, Glowstone Chestplate
MekanismTools:GlowstoneLeggings, Glowstone Leggings
MekanismTools:GlowstoneBoots, Glowstone Boots
MekanismTools:SteelPaxel, Steel Paxel
MekanismTools:SteelPickaxe, Steel Pickaxe
MekanismTools:SteelAxe, Steel Axe
MekanismTools:SteelShovel, Steel Shovel
MekanismTools:SteelHoe, Steel Hoe
MekanismTools:SteelSword, Steel Sword
MekanismTools:SteelHelmet, Steel Helmet
MekanismTools:SteelChestplate, Steel Chestplate
MekanismTools:SteelLeggings, Steel Leggings
MekanismTools:SteelBoots, Steel Boots
Mystcraft:page:0, Blank Page
Mystcraft:agebook, Descriptive Book
Mystcraft:linkbook, Linking Book
Mystcraft:unlinkedbook, Unlinked Link Book
Mystcraft:booster, Sealed Notebook
Mystcraft:folder, Collation Folder
Mystcraft:portfolio, Symbol Portfolio
Mystcraft:writingdesk:0, Writing Desk
Mystcraft:writingdesk:1, Writing Desk Backboard
Mystcraft:vial, Ink Vial
Mystcraft:glasses, XComp's Glasses
OreSpawn:OreSpawn_PizzaItem, item.pizza.name
OreSpawn:OreSpawn_DuctTapeItem, item.ducttape.name
OreSpawn:OreSpawn_IngotUranium, item.ingoturanium.name
OreSpawn:OreSpawn_CrystalPinkIngot, item.crystalpink_ingot.name
OreSpawn:OreSpawn_TigersEyeIngot, item.tigerseye_ingot.name
OreSpawn:OreSpawn_IngotTitanium, item.ingottitanium.name
OreSpawn:OreSpawn_UltimateSword, item.ultimatesword.name
OreSpawn:OreSpawn_NightmareSword, item.nightmaresword.name
OreSpawn:OreSpawn_Bertha, item.berthasmall.name
OreSpawn:OreSpawn_Hammy, item.hammysmall.name
OreSpawn:OreSpawn_Slice, item.slicesmall.name
OreSpawn:OreSpawn_Royal, item.royalsmall.name
OreSpawn:OreSpawn_BattleAxe, item.battleaxesmall.name
OreSpawn:OreSpawn_QueenBattleAxe, item.queenbattleaxesmall.name
OreSpawn:OreSpawn_Chainsaw, item.chainsawsmall.name
OreSpawn:OreSpawn_UltimatePickaxe, item.ultimatepickaxe.name
OreSpawn:OreSpawn_UltimateShovel, item.ultimateshovel.name
OreSpawn:OreSpawn_UltimateHoe, item.ultimatehoe.name
OreSpawn:OreSpawn_UltimateAxe, item.ultimateaxe.name
OreSpawn:OreSpawn_EmeraldSword, item.emeraldsword.name
OreSpawn:OreSpawn_RoseSword, item.rosesword.name
OreSpawn:OreSpawn_ExperienceSword, item.experiencesword.name
OreSpawn:OreSpawn_PoisonSword, item.poisonsword.name
OreSpawn:OreSpawn_RatSword, item.ratsword.name
OreSpawn:OreSpawn_FairySword, item.fairysword.name
OreSpawn:OreSpawn_MantisClaw, item.mantisclaw.name
OreSpawn:OreSpawn_BigHammer, item.bighammer.name
OreSpawn:OreSpawn_EmeraldPickaxe, item.emeraldpickaxe.name
OreSpawn:OreSpawn_EmeraldShovel, item.emeraldshovel.name
OreSpawn:OreSpawn_EmeraldHoe, item.emeraldhoe.name
OreSpawn:OreSpawn_EmeraldAxe, item.emeraldaxe.name
OreSpawn:OreSpawn_CrystalWoodSword, item.crystalwoodsword.name
OreSpawn:OreSpawn_CrystalWoodPickaxe, item.crystalwoodpickaxe.name
OreSpawn:OreSpawn_CrystalWoodShovel, item.crystalwoodshovel.name
OreSpawn:OreSpawn_CrystalWoodHoe, item.crystalwoodhoe.name
OreSpawn:OreSpawn_CrystalWoodAxe, item.crystalwoodaxe.name
OreSpawn:OreSpawn_CrystalPinkSword, item.crystalpinksword.name
OreSpawn:OreSpawn_CrystalPinkPickaxe, item.crystalpinkpickaxe.name
OreSpawn:OreSpawn_CrystalPinkShovel, item.crystalpinkshovel.name
OreSpawn:OreSpawn_CrystalPinkHoe, item.crystalpinkhoe.name
OreSpawn:OreSpawn_CrystalPinkAxe, item.crystalpinkaxe.name
OreSpawn:OreSpawn_TigersEyeSword, item.tigerseye_sword.name
OreSpawn:OreSpawn_TigersEyePickaxe, item.tigerseye_pickaxe.name
OreSpawn:OreSpawn_TigersEyeShovel, item.tigerseye_shovel.name
OreSpawn:OreSpawn_TigersEyeHoe, item.tigerseye_hoe.name
OreSpawn:OreSpawn_TigersEyeAxe, item.tigerseye_axe.name
OreSpawn:OreSpawn_CrystalStoneSword, item.crystalstonesword.name
OreSpawn:OreSpawn_CrystalStonePickaxe, item.crystalstonepickaxe.name
OreSpawn:OreSpawn_CrystalStoneShovel, item.crystalstoneshovel.name
OreSpawn:OreSpawn_CrystalStoneHoe, item.crystalstonehoe.name
OreSpawn:OreSpawn_CrystalStoneAxe, item.crystalstoneaxe.name
OreSpawn:OreSpawn_RubySword, item.rubysword.name
OreSpawn:OreSpawn_RubyPickaxe, item.rubypickaxe.name
OreSpawn:OreSpawn_RubyShovel, item.rubyshovel.name
OreSpawn:OreSpawn_RubyHoe, item.rubyhoe.name
OreSpawn:OreSpawn_RubyAxe, item.rubyaxe.name
OreSpawn:OreSpawn_AmethystSword, item.amethystsword.name
OreSpawn:OreSpawn_AmethystPickaxe, item.amethystpickaxe.name
OreSpawn:OreSpawn_AmethystShovel, item.amethystshovel.name
OreSpawn:OreSpawn_AmethystHoe, item.amethysthoe.name
OreSpawn:OreSpawn_AmethystAxe, item.amethystaxe.name
OreSpawn:OreSpawn_RedHeels, item.redheels.name
OreSpawn:OreSpawn_BlackHeels, item.blackheels.name
OreSpawn:OreSpawn_Slippers, item.slippers.name
OreSpawn:OreSpawn_Boots, item.boots.name
OreSpawn:OreSpawn_GameController, item.gamecontroller.name
OreSpawn:OreSpawn_UltimateBow, item.ultimatebow.name
OreSpawn:OreSpawn_SkateBow, item.skatebow.name
OreSpawn:OreSpawn_UltimateFishingRod, item.ultimatefishingrod.name
OreSpawn:OreSpawn_FireFish, item.firefish.name
OreSpawn:OreSpawn_SunFish, item.sunfish.name
OreSpawn:OreSpawn_LavaEel, item.lavaeel.name
OreSpawn:OreSpawn_MothScale, item.mothscale.name
OreSpawn:OreSpawn_QueenScale, item.queenscale.name
OreSpawn:OreSpawn_NightmareScale, item.nightmarescale.name
OreSpawn:OreSpawn_EmperorScorpionScale, item.emperorscorpionscale.name
OreSpawn:OreSpawn_BasiliskScale, item.basiliskscale.name
OreSpawn:OreSpawn_WaterDragonScale, item.waterdragonscale.name
OreSpawn:OreSpawn_PeacockFeather, item.peacockfeather.name
OreSpawn:OreSpawn_JumpyBugScale, item.jumpybugscale.name
OreSpawn:OreSpawn_KrakenTooth, item.krakentooth.name
OreSpawn:OreSpawn_GodzillaScale, item.godzillascale.name
OreSpawn:OreSpawn_GreenGoo, item.greengoo.name
OreSpawn:OreSpawn_SpiderRobotKit, item.spiderrobotkit.name
OreSpawn:OreSpawn_AntRobotKit, item.antrobotkit.name
OreSpawn:OreSpawn_ZooKeeper, item.zookeeper.name
OreSpawn:OreSpawn_CreeperLauncher, item.creeperlauncher.name
OreSpawn:OreSpawn_NetherLost, item.netherlost.name
OreSpawn:OreSpawn_CrystalSticks, item.crystalsticks.name
OreSpawn:OreSpawn_Sifter, item.sifter.name
OreSpawn:OreSpawn_SunspotUrchin, item.sunspoturchin.name
OreSpawn:OreSpawn_WaterBall, item.waterball.name
OreSpawn:OreSpawn_LaserBall, item.laserball.name
OreSpawn:OreSpawn_IceBall, item.iceball.name
OreSpawn:OreSpawn_SmallRock, item.rocksmall.name
OreSpawn:OreSpawn_Rock, item.rock.name
OreSpawn:OreSpawn_RedRock, item.rockred.name
OreSpawn:OreSpawn_CrystalRedRock, item.rockcrystalred.name
OreSpawn:OreSpawn_CrystalGreenRock, item.rockcrystalgreen.name
OreSpawn:OreSpawn_CrystalBlueRock, item.rockcrystalblue.name
OreSpawn:OreSpawn_CrystalTNTRock, item.rockcrystaltnt.name
OreSpawn:OreSpawn_GreenRock, item.rockgreen.name
OreSpawn:OreSpawn_BlueRock, item.rockblue.name
OreSpawn:OreSpawn_PurpleRock, item.rockpurple.name
OreSpawn:OreSpawn_SpikeyRock, item.rockspikey.name
OreSpawn:OreSpawn_TNTRock, item.rocktnt.name
OreSpawn:OreSpawn_Acid, Acid
OreSpawn:OreSpawn_Irukandji, item.deadirukandji.name
OreSpawn:OreSpawn_IrukandjiArrow, item.irukandjiarrow.name
OreSpawn:OreSpawn_RayGun, item.RayGun.name
OreSpawn:OreSpawn_SquidZooka, item.squidzookasmall.name
OreSpawn:OreSpawn_SparkFish, item.sparkfish.name
OreSpawn:OreSpawn_Salt, item.salt.name
OreSpawn:OreSpawn_Popcorn, item.popcorn.name
OreSpawn:OreSpawn_ButteredPopcorn, item.popcorn_buttered.name
OreSpawn:OreSpawn_ButteredSaltedPopcorn, item.popcorn_buttered_salted.name
OreSpawn:OreSpawn_PopcornBag, item.popcorn_bag.name
OreSpawn:OreSpawn_Butter, item.butter.name
OreSpawn:OreSpawn_CornDog, item.corndog_cooked.name
OreSpawn:OreSpawn_Cheese, Cheese
OreSpawn:OreSpawn_RawCornDog, item.corndog_raw.name
OreSpawn:OreSpawn_Peacock, item.cookedpeacock.name
OreSpawn:OreSpawn_RawPeacock, item.rawpeacock.name
OreSpawn:OreSpawn_Ruby, Ruby
OreSpawn:OreSpawn_Amethyst, item.amethyst.name
OreSpawn:OreSpawn_ThunderStaff, item.thunderstaff.name
OreSpawn:OreSpawn_Wrench, item.wrench.name
OreSpawn:OreSpawn_RawBacon, Bacon
OreSpawn:OreSpawn_Bacon, item.cookedbacon.name
OreSpawn:OreSpawn_RawCrabMeat, item.crabmeat.name
OreSpawn:OreSpawn_CrabMeat, item.cookedcrabmeat.name
OreSpawn:OreSpawn_ButterCandy, item.buttercandy.name
OreSpawn:OreSpawn_UraniumNugget, item.uranium_nugget.name
OreSpawn:OreSpawn_TitaniumNugget, item.titanium_nugget.name
OreSpawn:OreSpawn_GreenFish, item.greenfish.name
OreSpawn:OreSpawn_BlueFish, item.bluefish.name
OreSpawn:OreSpawn_PinkFish, item.pinkfish.name
